epoch,accuracy,loss,val_accuracy,val_loss
0,0.010292772203683853,4.686445236206055,0.010054844431579113,4.661516189575195
1,0.010978956706821918,4.668102741241455,0.010054844431579113,4.6596174240112305
2,0.01075022853910923,4.664132118225098,0.009140768088400364,4.659225940704346
3,0.010292772203683853,4.662701606750488,0.013711151666939259,4.656561374664307
4,0.01143641397356987,4.6610107421875,0.013711151666939259,4.6553192138671875
5,0.01143641397356987,4.657077312469482,0.011882998049259186,4.653685092926025
6,0.011207684874534607,4.652724742889404,0.020109688863158226,4.634125232696533
7,0.017612077295780182,4.466937065124512,0.02376599609851837,4.283225059509277
8,0.017840804532170296,4.2595086097717285,0.02559415064752102,4.2250871658325195
9,0.02698993682861328,4.182466506958008,0.030164534226059914,4.093816757202148
10,0.033851783722639084,4.0102972984313965,0.04296160861849785,3.8254554271698
11,0.04574565589427948,3.820162296295166,0.05758683755993843,3.6991965770721436
12,0.04757548123598099,3.682511329650879,0.07129798829555511,3.5686702728271484
13,0.06907593458890915,3.555269479751587,0.07586837559938431,3.463029384613037
14,0.07593778520822525,3.46467661857605,0.0804387554526329,3.4176909923553467
15,0.09972552955150604,3.3323540687561035,0.13528336584568024,3.190606117248535
16,0.11207685619592667,3.195528745651245,0.14351005852222443,3.1130850315093994
17,0.12580054998397827,3.139238119125366,0.1672760546207428,2.9345555305480957
18,0.15233302116394043,2.9593653678894043,0.21389396488666534,2.7832415103912354
19,0.18847209215164185,2.8088107109069824,0.21480804681777954,2.709529399871826
20,0.21363221108913422,2.704925537109375,0.2632541060447693,2.5796329975128174
21,0.2381061315536499,2.564673900604248,0.2586837410926819,2.448523759841919
22,0.28042086958885193,2.405412197113037,0.28153565526008606,2.3457555770874023
23,0.3005489408969879,2.2907066345214844,0.3418647050857544,2.2010746002197266
24,0.34766697883605957,2.127852201461792,0.38939669728279114,2.059293270111084
25,0.3636779487133026,2.039297580718994,0.4131627082824707,1.9631372690200806
26,0.401189386844635,1.9081988334655762,0.4360146224498749,1.9131040573120117
27,0.44213175773620605,1.7469321489334106,0.4351005554199219,1.9255245923995972
28,0.4805580973625183,1.659358024597168,0.4917733073234558,1.6971126794815063
29,0.5052607655525208,1.537786602973938,0.5036563277244568,1.675055980682373
30,0.5320219397544861,1.4294331073760986,0.5246800780296326,1.5893553495407104
31,0.5720493793487549,1.3347729444503784,0.541133463382721,1.5587588548660278
32,0.5882891416549683,1.2722842693328857,0.5603290796279907,1.4487839937210083
33,0.6143641471862793,1.1738256216049194,0.5822669267654419,1.4060454368591309
34,0.627630352973938,1.1177175045013428,0.6142596006393433,1.3468509912490845
35,0.6555352210998535,1.0314342975616455,0.6115173697471619,1.3689501285552979
36,0.6777218580245972,0.9707314968109131,0.6170018315315247,1.2780022621154785
37,0.7051692605018616,0.8812657594680786,0.6279707551002502,1.2779252529144287
38,0.7015095949172974,0.8681818246841431,0.6599634289741516,1.1835135221481323
39,0.7296431660652161,0.7882844805717468,0.6563071012496948,1.1970465183258057
40,0.7394785284996033,0.7914520502090454,0.6590493321418762,1.1832988262176514
41,0.7488563656806946,0.7447097301483154,0.6681901216506958,1.1967647075653076
42,0.7550320029258728,0.7073459029197693,0.690127968788147,1.0904393196105957
43,0.7836230397224426,0.6194079518318176,0.6681901216506958,1.1598753929138184
44,0.8003202080726624,0.6074758172035217,0.6819012761116028,1.1046186685562134
45,0.8010063767433167,0.5831798315048218,0.691956102848053,1.0673402547836304
46,0.8163312077522278,0.5363137125968933,0.6937842965126038,1.1020939350128174
47,0.8211345076560974,0.5150399208068848,0.6809871792793274,1.1812126636505127
48,0.8179323077201843,0.5372979640960693,0.7074954509735107,1.0585840940475464
49,0.8387465476989746,0.4727286696434021,0.7047532200813293,1.0618219375610352
