epoch,accuracy,loss,val_accuracy,val_loss
0,0.0035035957116633654,5.600465774536133,0.005530973430722952,5.577325344085693
1,0.005070994142442942,5.578725337982178,0.005530973430722952,5.575388431549072
2,0.007191591430455446,5.370172023773193,0.009587020613253117,5.07246208190918
3,0.009680988267064095,5.040846347808838,0.016961652785539627,4.91267204284668
4,0.022865572944283485,4.738150119781494,0.044985249638557434,4.393006801605225
5,0.04425594583153725,4.198391437530518,0.0733775794506073,3.923034906387329
6,0.08519269526004791,3.7456679344177246,0.12278760969638824,3.5750887393951416
7,0.12050525844097137,3.4471633434295654,0.16445428133010864,3.2701239585876465
8,0.16854140162467957,3.1762900352478027,0.2039085477590561,3.0806095600128174
9,0.21620874106884003,2.934384822845459,0.27323007583618164,2.81909441947937
10,0.26406049728393555,2.686291456222534,0.3108406960964203,2.6040289402008057
11,0.3122810125350952,2.471144199371338,0.3388642966747284,2.4561562538146973
12,0.36040937900543213,2.238492727279663,0.39454278349876404,2.200352668762207
13,0.40060850977897644,2.0741171836853027,0.4410029351711273,2.0746607780456543
14,0.44643187522888184,1.9062221050262451,0.4564896821975708,2.006369113922119
15,0.48386502265930176,1.7407259941101074,0.47603243589401245,1.8736735582351685
16,0.5194541811943054,1.5983901023864746,0.5106931924819946,1.7438297271728516
17,0.5549511313438416,1.4703632593154907,0.5464601516723633,1.6837024688720703
18,0.5896182656288147,1.3467497825622559,0.5328171253204346,1.7272931337356567
19,0.6192144751548767,1.2298431396484375,0.5822271108627319,1.4517532587051392
20,0.6460446119308472,1.1162749528884888,0.6039823293685913,1.3822883367538452
21,0.6739811897277832,1.0256907939910889,0.612463116645813,1.4395781755447388
22,0.6940807700157166,0.9400614500045776,0.603613555431366,1.4402092695236206
23,0.7193435430526733,0.8705765008926392,0.627212405204773,1.3643743991851807
24,0.7423934936523438,0.7853094339370728,0.6467551589012146,1.2791041135787964
25,0.7540106773376465,0.7477163672447205,0.6522861123085022,1.2594255208969116
26,0.7683016657829285,0.7123231887817383,0.6681416034698486,1.191781997680664
27,0.7875714302062988,0.6342423558235168,0.6766223907470703,1.1955324411392212
28,0.7960538268089294,0.6044700145721436,0.6851032376289368,1.1964744329452515
29,0.8087774515151978,0.5765805840492249,0.6699852347373962,1.2418174743652344
30,0.8126498460769653,0.5713226795196533,0.6795722842216492,1.19587242603302
31,0.8203946352005005,0.5333704352378845,0.7002212405204773,1.1370474100112915
32,0.8311820030212402,0.4954302906990051,0.6851032376289368,1.1999932527542114
33,0.8340402245521545,0.4740227162837982,0.6884218454360962,1.1528245210647583
34,0.8343167901039124,0.48056936264038086,0.6943215131759644,1.2213255167007446
35,0.8507283926010132,0.439947247505188,0.7035398483276367,1.1528143882751465
36,0.8547852039337158,0.430206298828125,0.7094395160675049,1.1374763250350952
37,0.865295946598053,0.4069842994213104,0.6950590014457703,1.250093936920166
38,0.8602249622344971,0.4086358845233917,0.7138643264770508,1.202528715133667
39,0.8616079688072205,0.3923593759536743,0.7168141603469849,1.159380555152893
40,0.8720265626907349,0.3779875338077545,0.7094395160675049,1.223598837852478
41,0.8723953366279602,0.37593457102775574,0.7223451137542725,1.178117036819458
42,0.8732251524925232,0.36304566264152527,0.7230826020240784,1.1750210523605347
43,0.8829061388969421,0.33932459354400635,0.7190265655517578,1.1514877080917358
44,0.8856721520423889,0.3318047523498535,0.7227138876914978,1.2099404335021973
45,0.8757145404815674,0.3667415976524353,0.728613555431366,1.1693768501281738
46,0.8925871253013611,0.31845831871032715,0.7142330408096313,1.2381819486618042
47,0.9007007479667664,0.2896934747695923,0.7238200306892395,1.1717803478240967
48,0.8889913558959961,0.32837459444999695,0.7393068075180054,1.140346646308899
49,0.8952609300613403,0.30594536662101746,0.7304572463035583,1.2083278894424438
